Bd_Ch_EVBat_sp_out,Bd_DisCh_EVBat,Bd_E_HW,Bd_Fl_HP,Bd_FracCh_Bat,Bd_FracCh_EVBat,Bd_Frac_Vent_sp_out,Bd_Pw_Bat_sp_out,Bd_T_HP_return,Bd_T_HP_sp_out,Bd_T_HP_supply,Ext_Irr,Ext_P,Ext_RH,Ext_T,Fa_ECh_Bat,Fa_ECh_EVBat,Fa_EDCh_Bat,Fa_EDCh_EVBat,Fa_E_All,Fa_E_Appl,Fa_E_HVAC,Fa_E_Light,Fa_E_self,Fa_Pw_All,Fa_Pw_Prod,Fa_Stat_EV,HVAC_Pw_HP,HVAC_onoff_HP,P1_FlFrac_HW,P1_T_Tank,P1_T_Tank_sp_out,P1_T_Thermostat_sp_out,P2_FlFrac_HW,P2_T_Tank,P2_T_Tank_sp_out,P2_T_Thermostat_sp_out,P3_FlFrac_HW,P3_T_Tank,P3_T_Tank_sp_out,P3_T_Thermostat_sp_out,P4_FlFrac_HW,P4_T_Tank,P4_T_Tank_sp_out,P4_T_Thermostat_sp_out,Z01_E_Appl,Z01_RH,Z01_T,Z02_E_Appl,Z02_RH,Z02_T,Z03_E_Appl,Z03_RH,Z03_T,Z04_E_Appl,Z04_RH,Z04_T,Z05_E_Appl,Z05_RH,Z05_T,Z06_E_Appl,Z06_RH,Z06_T,Z07_E_Appl,Z07_RH,Z07_T,Z08_E_Appl,Z08_RH,Z08_T
0,0,14.19693174461275,0,0,0,0.5,-0.2,52.92996876453761,35,52.92996876453761,0,102500,70,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.11462800370479,30,16,0,52.11462800370479,27,17.5,0,52.11462800370479,32,16.5,0,52.11462800370479,26,17,0,35.90052115823161,17.47661387059897,0,39.57643598371667,16.23966108415999,0,35.71685672516406,17.56091172404132,0,38.96950564054787,16.98450512057595,0,36.10261885860749,17.38950686,0,38.27332076109917,17.05570299644763,0,36.40550111979709,17.25814206554547,0,38.97929461244293,16.73032926176022
0,0,14.19001672747294,0,0,0,0.5,-0.2,52.93039467,35,52.93039467,0,102500,70.2,7.145,0,0,0,0,0,0,0,0,0,1286.86679,0,0,0,1,0,52.09936055298234,30,16,0,52.09936055298234,27,17.5,0,52.09936055298234,32,16.5,0,52.09936055298234,26,17,0,35.97424354536879,17.42716797649913,0,39.71257253102836,16.17508933830525,0,35.78770993290331,17.51221871074083,0,38.60525494109569,17.11967604,0,36.16485740070874,17.34512676511455,0,38.37777953055718,17.00000709385169,0,36.48761011588432,17.20536007810364,0,39.08455198530802,16.67532434860665
0,0,14.18310523821317,0,0,0,0.5,-0.2,52.59221517905483,35,52.59221517905483,0,102500,70.4,7.140000000000001,0,0,0,0,64.3433395,0,64.3433395,0,64.3433395,1286.86679,0,0,0,1,0,52.08410051619981,30,16,0,52.08410051619981,27,17.5,0,52.08410051619981,32,16.5,0,52.08410051619981,26,17,0,36.05789376807527,17.37921020854409,0,39.85875940859341,16.11229150901324,0,35.86853527325464,17.46499925281773,0,37.99775601938488,17.36459478800198,0,36.23740866,17.30207738922756,0,38.49181578214881,16.94602462419082,0,36.57969385956648,17.15414019319175,0,39.19975074614026,16.62197041836744
0,0,14.17619727488934,0,0,0,0.5,-0.2,52.14053426291228,35,52.14053426291228,0,102500,70.6,7.135,0,0,0,0,64.3433395,0,64.3433395,0,64.3433395,1286.86679,0,0,0,1,0,52.06884788959362,30,16,0,52.06884788959362,27,17.5,0,52.06884788959362,32,16.5,0,52.06884788959362,26,17,0,36.15029951877162,17.33269572025524,0,40.01356959178083,16.05119816232964,0,35.95816448699564,17.41920761907151,0,37.35601651744567,17.63634311717074,0,36.31909038950284,17.26031520074834,0,38.61399548752895,16.89371398189255,0,36.68056178639018,17.10443998568714,0,39.32343986221465,16.57022252519911
0,0,14.16929283554188,0,0,0,0.5,-0.2,52.00374730191152,35,52.00374730191152,0,102500,70.8,7.130000000000001,0,0,0,0,64.3433395,0,64.3433395,0,64.3433395,0,0,0,0,0,0,52.05360267,30,16,0,52.05360267,27,17.5,0,52.05360267,32,16.5,0,52.05360267,26,17,0,36.25041317846384,17.28757970779098,0,40.17575117224213,15.99174264132611,0,36.05555009076689,17.37479842325283,0,37.17915902442052,17.72248057080035,0,36.40883668499353,17.21979750038566,0,38.74306544,16.84303542777804,0,36.78914893746759,17.05621703504919,0,39.45431064379695,16.52004735
0,0,14.16239191820487,0,0,0,0.5,-0.2,52.00374730191152,35,52.00374730191152,0,102500,71,7.124999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.03836485176679,30,16,0,52.03836485176679,27,17.5,0,52.03836485176679,32,16.5,0,52.03836485176679,26,17,0,36.35729900908956,17.24381774579893,0,40.34416145573443,15.93388018988407,0,36.15975028597597,17.33172687817388,0,37.30630488055095,17.68585870148535,0,36.50569351540857,17.18048249,0,38.87792670247523,16.79394575012999,0,36.90449417781896,17.00942849958704,0,39.59123139261057,16.47140840800402
0,0,14.15549452089846,0,0,0,0.5,-0.2,51.69517507031296,35,51.69517507031296,0,102500,71.2,7.119999999999999,0,0,0,0,0,0,0,0,0,1286.86679,0,0,0,1,0,52.02313443303052,30,16,0,52.02313443303052,27,17.5,0,52.02313443303052,32,16.5,0,52.02313443303052,26,17,0,36.47011405075497,17.20136600802345,0,40.51776694009213,15.87757825663305,0,36.26992288406497,17.28994893966856,0,37.54379978473894,17.60614114387496,0,36.60880365819917,17.14232930760178,0,39.01763506616209,16.74639864238497,0,37.02574314863038,16.96403147801274,0,39.27938957020169,16.60397331789983
0,0,14.14860064168993,0,0,0,0.5,-0.2,51.26465283919027,35,51.26465283919027,0,102500,71.39999999999999,7.114999999999999,0,0,0,0,64.3433395,0,64.3433395,0,64.3433395,1286.86679,0,0,0,1,0,52.00791140943293,30,16,0,52.00791140943293,27,17.5,0,52.00791140943293,32,16.5,0,52.00791140943293,26,17,0,36.58810504596887,17.16018143797546,0,40.69565933743496,15.82280510570798,0,36.38531567270138,17.24942143701548,0,37.79424483561912,17.52279723060747,0,36.71740342929644,17.10529806786669,0,39.16136581480388,16.70034626,0,37.15212976958259,16.91998333141517,0,38.71489680676847,16.84357275221252
0,0,14.14171027862958,0,0,0,0.5,-0.2,50.85611373228237,35,50.85611373228237,0,102500,71.6,7.109999999999999,0,0,0,0,64.3433395,0,64.3433395,0,64.3433395,1286.86679,0,0,0,1,0,51.99269578,30,16,0,51.99269578,27,17.5,0,51.99269578,32,16.5,0,51.99269578,26,17,0,36.71059996241917,17.12022181600037,0,40.87706338741035,15.76952195505196,0,36.50525349762295,17.21010212421658,0,38.03040295407821,17.44637003966489,0,36.83080733,17.06934989020691,0,39.30840407314973,16.65574204335674,0,37.28296769354502,16.87724160507416,0,38.10712339,17.10962894153743
0,0,14.13482342974562,0,0,0,0.5,-0.2,50.72832745218768,35,50.72832745218768,0,102500,71.8,7.105,0,0,0,0,64.3433395,0,64.3433395,0,64.3433395,0,0,0,0,0,0,51.97748753,30,16,0,51.97748753,27,17.5,0,51.97748753,32,16.5,0,51.97748753,26,17,0,36.83699355596037,17.08144584196387,0,41.06130410553192,15.71768822,0,36.62913481662961,17.17194975910837,0,38.25315771865112,17.37627088337872,0,36.94839779937885,17.03444692911226,0,39.45813217359206,16.61253673251028,0,37.41764473816139,16.83576442283089,0,37.95900964,17.19492326886664
0,0,14.12794009310018,0,0,0,0.5,-0.2,50.72832745218768,35,50.72832745218768,0,102500,72,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.96228667184987,30,16,0,51.96228667184987,27,17.5,0,51.96228667184987,32,16.5,0,51.96228667184987,26,17,0,36.96675156668987,17.04381315724662,0,41.2477878,15.66726641175947,0,36.75641816,17.13492412528808,0,38.46838438772389,17.31012365475874,0,37.06962922878326,17.00055236824866,0,39.61000189296154,16.57068799547342,0,37.55561373225129,16.79551072496341,0,38.11119694835179,17.16058102617955
0,0,14.12106026676449,0,0,0,0.5,-0.2,50.72832745218768,35,50.72832745218768,0,102500,72.19999999999999,7.089999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.94709319129103,30,16,0,51.94709319129103,27,17.5,0,51.94709319129103,32,16.5,0,51.94709319129103,26,17,0,37.09872685289643,17.00726279232437,0,41.43515476188796,15.61817859394321,0,36.88596396345407,17.09896444473495,0,38.67900470975271,17.24644432140036,0,37.19334462496152,16.96760883276831,0,39.76273718610246,16.53011253778314,0,37.69571194731751,16.75641863362404,0,38.37023013989011,17.08417129507108
